id,ordem,sequencia_cadastro,tipo,endereco,bairro,metragem_m2,lat,lng,lote,status,history,polygon,scheduled_date,proxima_previsao,ultima_rocagem,manual_schedule,days_to_complete,servico,registrado_por,data_registro
360,,,Roçagem,antonio lopes alves,catuaí,4706.58,-23.2583247,-51.1330773,1,Concluído,"[{""date"":""2025-10-09"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-23,2025-10-09,false,1,rocagem,,2025-11-06T13:28:02.565Z
369,,,Roçagem,centenario do sul c nova esperança,lindóia,14566.02,-23.3918295,-51.1148339,1,Concluído,"[{""date"":""2025-10-16"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-30,2025-10-16,false,1,rocagem,,2025-11-06T15:05:37.122Z
559,,,Roçagem,av das laranjeiras (da theodoro victorelli até atrás da utfpr),interlagos,15813.16,-23.3118466,-51.1324383,1,Concluído,"[{""date"":""2025-11-21"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-05,2025-11-21,false,1,rocagem,,2025-11-06T15:33:25.199Z
507,,,Roçagem,ana gil c/ alberto preto (mercado municipal),milton gavetti,1180,-23.276702777107662,-51.150927543640144,1,Concluído,"[{""date"":""2025-10-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-19"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-03,2025-11-19,false,1,rocagem,,2025-11-19T12:04:09.684Z
536,,,Roçagem,av. jules verne,maria lucia,10485.72,-23.2846118,-51.2050613,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T14:12:55.968Z
242,,,Roçagem,jose carlos ferreira c/ joão mazzei,são jorge,6339.07,-23.2479087,-51.1825225,1,Concluído,"[{""date"":""2025-10-02"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-16,2025-10-02,false,1,rocagem,,2025-11-06T11:39:42.556Z
212,,,Roçagem,pedro carrasco alduan c/ cafe robusta,tocantins,209.83,-23.267556479860726,-51.18315696716309,1,Concluído,"[{""date"":""2025-10-01"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-29,2025-11-14,false,1,rocagem,,2025-11-14T18:40:45.053Z
265,,,Roçagem,r. claudinei j. dela roza,jd. sao paulo ii,2860.17,-23.2560198,-51.1748171,1,Concluído,"[{""date"":""2025-10-02"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-16,2025-10-02,false,1,rocagem,,2025-11-06T11:55:52.777Z
376,,,Roçagem,almenio correa lemes c/ nova londrina,mister thomas,1178.11,-23.2802678,-51.1269029,1,Concluído,"[{""date"":""2025-10-16"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-30,2025-10-16,false,1,rocagem,,2025-11-06T15:09:47.800Z
537,,,Roçagem,av aracy soares dos santos,santiago,5189.1,-23.2827915,-51.1927339,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T14:13:43.893Z
529,,,Roçagem,av winston churchill,vários,5566.69,-23.2833065,-51.1729819,1,Concluído,"[{""date"":""2025-10-15"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-21"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-05,2025-11-21,false,1,rocagem,,2025-11-21T12:10:13.163Z
119,,,Roçagem,pedro procópio de oliveira (mata),barcelona,1833.47,-23.273479961691514,-51.191353797912605,1,Concluído,"[{""date"":""2025-11-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-25,2025-11-10,false,1,rocagem,,2025-11-17T13:33:01.355Z
505,,,Roçagem,roberto siqueira c avcuritiba,milton gavetti,3453.64,-23.278920265362665,-51.152644157409675,1,Concluído,"[{""date"":""2025-10-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-19"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-03,2025-11-19,false,1,rocagem,,2025-11-19T12:02:15.170Z
642,,,Roçagem,av. universo,shangri - la a,846.57,-23.2987491,-51.1901358,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
654,,,Roçagem,netuno com capella e com plutao (02 areas),do sol,612.24,-23.3197305,-51.1662008,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
669,,,Roçagem,serra do flamengo c/ maracaju,bandeirantes,1306.47,-23.3081926,-51.2043836,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
415,,,Roçagem,r. antônio ruivo duarte q 5 l 13,marissol,858.42,-23.295013,-51.121019,1,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
732,,,Roçagem,av. maringá entre r. joaquim de matos barretos e r. bento m. da rocha neto,maringa,6573.66,-23.3271845,-51.1759177,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
680,,,Roçagem,rua serra do xapecó entre as ruas serra do tumucumac e serra do maracaju,bandeirantes,200,-23.3084048,-51.2068217,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
413,,,Roçagem,r. antônio ruivo duarte q 5 l 8,marissol,284.31,-23.295013,-51.121019,1,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
597,,,Roçagem,joao candido - calçadao - em frente lj. americanas,centro,450.29,-23.3665442,-51.1444652,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
153,,,Roçagem,rua raul coutinho c/ rua abílio justiniano de queiroz,joão paz,2299.56,-23.2656188,-51.1432668,1,Concluído,"[{""date"":""2025-10-09"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-23,2025-10-09,false,1,rocagem,,2025-11-06T13:30:51.536Z
480,,,Roçagem,josé manduca,warta,1678.22,-23.1953925,-51.2042627,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T14:08:32.924Z
270,,,Roçagem,carlos schiavinato / pç 13 de maio,cancun,9964.54,-23.31764643639847,-51.1630940437317,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T11:59:19.887Z
357,,,Roçagem,leonor maria ribeiro (lateral externa de toda mata),primavera,1130.36,-23.2434845,-51.1370889,1,Concluído,"[{""date"":""2025-10-08"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-22,2025-10-08,false,1,rocagem,,2025-11-06T13:26:24.393Z
228,,,Roçagem,edinha eurides lima sabino 1,padovani,4474.5,-23.262716967302786,-51.19513034820557,1,Concluído,"[{""date"":""2025-10-01"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-17"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-01,2025-11-17,false,1,rocagem,,2025-11-17T19:42:12.413Z
32,,,Roçagem,flávio buraneli - gino tamioso - antônio b. de lima,santa luzia,407.5,-23.2876706,-51.1418299,1,Concluído,"[{""date"":""2025-11-04"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-19,2025-11-04,false,1,rocagem,,2025-11-13T18:43:34.586Z
154,,,Roçagem,rua josé n. d santana c/ rua carlos schiavon,joão paz,2343.87,-23.2731826,-51.1437988,1,Concluído,"[{""date"":""2025-10-09"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-23,2025-10-09,false,1,rocagem,,2025-11-06T13:31:29.430Z
587,,,Roçagem,"av. leste oeste ( barranco externo super creche ) 413,00+1.428,21",centro,1841.21,-23.30798319370581,-51.158826649189,2,Concluído,"[{""date"":""2025-11-12"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-27,2025-11-12,false,1,rocagem,,2025-11-15T13:15:10.150Z
1074,,,Roçagem,avenidas dos pioneiros ao lado do nº 2300 (até av. jamil scaff),morumbi,541.96,-23.3114889,-51.1277331,2,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T15:58:06.365Z
1037,,,Roçagem,maurilio mazzer / leontina da c. gaion / antonio gomes santiago,ernani moura lima,5631.59,-23.3302391,-51.107297,2,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-05"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-20,2025-11-05,false,1,rocagem,,2025-11-15T13:56:20.049Z
928,,,Roçagem,ruas stefan kuzienko / francisco a. galhardi / joão geremias fernandes / assad sahão,roseira,2039.57,-23.358794177421593,-51.13680839538575,2,Concluído,"[{""date"":""2025-10-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-14,2025-10-30,false,1,rocagem,,2025-11-06T01:12:12.604Z
306,,,Roçagem,av. manoel honorato sobrinho,heimtal,5713,-23.2388844,-51.1557602,1,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-20,2025-10-06,false,1,rocagem,,2025-11-06T12:39:16.944Z
595,,,Roçagem,rua quintino bocaiuva ( 04 areas),centro,4693.42,-23.3102004,-51.1643446,2,Concluído,"[{""date"":""2025-11-12"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-27,2025-11-12,false,1,rocagem,,2025-11-15T13:16:57.525Z
626,,,Roçagem,rua nossa sra. de fatima c/ engº omar rupp e av. carlos gomes,londrilar,3375.01,-23.2255720504316,-51.40365600585938,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
722,,,Roçagem,jonatas serrano c/ kansas,londrina,6724.69,-23.313794032291234,-51.17494940757752,2,Concluído,"[{""date"":""2025-09-29"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-25,2025-11-10,false,1,rocagem,,2025-11-18T16:28:17.525Z
697,,,Roçagem,rua anatólio michaelowski c/ achiro kawazaki,tokio,3427.06,-23.31117068811174,-51.19282901287079,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
946,,,Roçagem,rua madre h. dominici c/ rua veneza,lagoa dourada,84.63,-23.35387918551326,-51.148020029068,2,Concluído,"[{""date"":""2025-11-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-09-19"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-03,2025-09-19,false,1,rocagem,,2025-11-06T11:22:34.695Z
266,,,Roçagem,antonio gomes da silva,portal do sol,2328.41,-23.2527412,-51.1743873,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T11:56:43.232Z
463,,,Roçagem,maria fernandes de brito,vl ricardo,817.02,-23.3039625,-51.1395328,1,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
860,,,Roçagem,antonio vizitação l. rubio ate geraldo salton,cafezal,24075.9,-23.3457066,-51.1798113,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
156,,,Roçagem,jose garcia rodrigues c francisco m. oliveira,joão paz,8005.32,-23.264530573046848,-51.14204406738281,1,Concluído,"[{""date"":""2025-10-09"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-23,2025-10-09,false,1,rocagem,,2025-11-06T13:32:08.422Z
926,,,Roçagem,rua madre henriqueta dominici oposto a rua laurinda pereira,monte belo,401,-23.361364872207503,-51.1401128768921,2,Concluído,"[{""date"":""2025-10-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-14,2025-10-30,false,1,rocagem,,2025-11-06T01:10:45.838Z
551,,,Roçagem,cardeal vermelho c/ av. liberdade (e rotatória),elizabeth,930.52,-23.3197305,-51.1662008,1,Concluído,"[{""date"":""2025-10-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-28,2025-10-14,false,1,rocagem,,2025-11-06T14:32:58.716Z
258,,,Roçagem,giacomo rufini m. batista waldyr azevedo,parigot de souza ii,21986.31,-23.3447182,-51.1555953,1,Concluído,"[{""date"":""2025-10-02"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-16,2025-10-02,false,1,rocagem,,2025-11-06T11:50:45.279Z
547,,,Roçagem,av pedro carrasco alduan,res. do café,11435.18,-23.268374547101942,-51.18184804916382,1,Concluído,"[{""date"":""2025-10-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-28,2025-10-14,false,1,rocagem,,2025-11-06T14:29:53.629Z
561,,,Roçagem,laranjeiras lateral antiga linha ferrea (da rotatória pioneiros até a utfpr),interlagos,17717.44,-23.309547391002525,-51.12359046936036,1,Concluído,"[{""date"":""2025-10-21"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-05,2025-10-21,false,1,rocagem,,2025-11-06T15:34:57.236Z
516,,,Roçagem,pedro becati,pacaembu ii,1823.92,-23.274862,-51.1540288,1,Concluído,"[{""date"":""2025-10-15"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-19"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-03,2025-11-19,false,1,rocagem,,2025-11-19T12:13:48.031Z
279,,,Roçagem,joubert de carvalho c/ lazaro b silva,paris,599.48,-23.2544377,-51.1719336,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T12:13:17.464Z
389,,,Roçagem,r. do canario,waldemar hauer,1551.66,-23.2917197,-51.1248669,1,Concluído,"[{""date"":""2025-10-16"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-30,2025-10-16,false,1,rocagem,,2025-11-06T14:59:25.384Z
478,,,Roçagem,av. londrina,warta,1774.11,-23.4633622,-50.9994395,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T13:48:11.593Z
158,,,Roçagem,rudolf keilhold c/ severino santini (rua p,violin,3150,-23.2660927,-51.1442388,1,Concluído,"[{""date"":""2025-10-09"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-23,2025-10-09,false,1,rocagem,,2025-11-06T13:32:50.966Z
721,,,Roçagem,joao xxiii c/ ponta grossa,dom bosco,5729.9,-23.308768989608193,-51.17617249488831,2,Concluído,"[{""date"":""2025-09-29"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-13,2025-09-29,false,1,rocagem,,2025-11-06T11:37:55.101Z
309,,,Roçagem,av pedro rossato - paulo akachi (primeira esquina em frente a rodovia),heimtal,3279.42,-23.24445,-51.1569727,1,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-20,2025-10-06,false,1,rocagem,,2025-11-06T12:50:13.860Z
1097,,,Roçagem,entre rua julio cesar ribeiro e av. paul harris - ao lado da igreja,lolata,2452.82,-23.31883858998527,-51.14466190338135,2,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-17"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-01,2025-11-17,false,1,rocagem,,2025-11-18T12:03:19.025Z
943,,,Roçagem,marselha c/ paris,piza,933.81,-23.350796141762604,-51.139919757843025,2,Concluído,"[{""date"":""2025-11-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-09-29"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-13,2025-09-29,false,1,rocagem,,2025-11-06T11:23:44.264Z
726,,,Roçagem,cemiterio joao xxiii,higienopolis,7043.6,-23.3244396,-51.1703964,2,Concluído,"[{""date"":""2025-09-29"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-13,2025-09-29,false,1,rocagem,,2025-11-06T11:59:26.353Z
903,,,Roçagem,ida tamarozzi c/ guilherme de almeida,franciscato,2250.43,-23.372444882968495,-51.1375916004181,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
271,,,Roçagem,joubert de carvalho e lateral,vivi xavier,5370.16,-23.2877702,-51.1124301,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T11:59:48.350Z
640,,,Roçagem,av. jose de alencar c/ rua eça de queiroz / leste oeste (2 areas),shangri - la a,4449.55,-23.297959577864493,-51.181590557098396,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
744,,,Roçagem,marginal da pr-445 com av. aniceto espiga (ao lado dos prédios),gleba palhano,7836.36,-23.323301681603272,-51.19302749633789,2,Concluído,"[{""date"":""2025-09-29"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-13,2025-09-29,false,1,rocagem,,2025-11-06T12:02:07.582Z
281,,,Roçagem,novarino g da silva c/ pedro c ferreira,paris,8874.2,-23.25041533792175,-51.170625686645515,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T12:14:28.470Z
519,,,Roçagem,inaldo guimaraes c luiz v a gongora,pacaembu ii,1252.64,-23.277698187513543,-51.1539101600647,1,Concluído,"[{""date"":""2025-10-15"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-19"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-03,2025-11-19,false,1,rocagem,,2025-11-19T12:15:54.700Z
476,,,Roçagem,entre av. londrina e fundo de vale,warta,691.73,-23.2848045,-51.1698646,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T13:45:25.814Z
510,,,Roçagem,eduardo dos reis silva,santa mônica,6773.06,-23.279472167812237,-51.150369644165046,1,Concluído,"[{""date"":""2025-10-14"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-19"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-03,2025-11-19,false,1,rocagem,,2025-11-19T12:05:10.901Z
356,,,Roçagem,vergílio perin c/ julio farináceo,aquiles,480,-23.25163766598595,-51.139404773712165,1,Concluído,"[{""date"":""2025-10-08"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-22,2025-10-08,false,1,rocagem,,2025-11-06T13:25:47.589Z
558,,,Roçagem,pedra verde,ideal,2108.55,-23.301316,-51.1364627,1,Concluído,"[{""date"":""2025-10-22"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-06,2025-10-22,false,1,rocagem,,2025-11-06T15:47:43.948Z
276,,,Roçagem,nelson rodrigues,vivi xavier,5254.76,-23.2539869,-51.1710444,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T12:10:30.867Z
500,,,Roçagem,av bento amaral monteiro,itapoa,7274.28,-23.2479249,-51.1489082,1,Concluído,"[{""date"":""2025-10-21"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-18"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-02,2025-11-18,false,1,rocagem,,2025-11-18T16:41:02.872Z
528,,,Roçagem,jose domingos de oliveira c/ olavo benato,pampulha,5793.91,-23.285902648290012,-51.16709053516389,1,Concluído,"[{""date"":""2025-10-15"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-21"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-05,2025-11-21,false,1,rocagem,,2025-11-21T12:08:33.301Z
293,,,Roçagem,inácio salomon c/ alminda perez bera,gávea,2749.08,-23.2487459,-51.1647562,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T12:25:44.805Z
315,,,Roçagem,geraldo felipe faria (rotatória do condomínio de baixo ),heimtal,1963.5,-23.2412685,-51.1557823,1,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-20,2025-10-06,false,1,rocagem,,2025-11-06T12:52:52.094Z
163,,,Roçagem,av. elzira bitencour guides,violin,1107.69,-23.2658325,-51.145816,1,Concluído,"[{""date"":""2025-10-09"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-23,2025-10-09,false,1,rocagem,,2025-11-06T13:37:24.196Z
557,,,Roçagem,angelina ricci vezzozo,itaparica,31220.99,-23.27712656660574,-51.138428449630744,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T14:11:48.016Z
482,,,Roçagem,salvador bocois-laterais da quadra e campo (interior campo),warta,9437.72,-23.1949678,-51.2040226,1,Concluído,"[{""date"":""2025-10-10"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-24,2025-10-10,false,1,rocagem,,2025-11-06T14:10:10.735Z
1024,,,Roçagem,rua augusto cesar com rua hermelino nonino,monte sinai,7864.4,-23.3292598,-51.1128278,2,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-21,2025-11-06,false,1,rocagem,,2025-11-15T13:35:13.095Z
601,,,Roçagem,av. santos dumont ao lado do nº 675,caravelle,264,-23.319616932425465,-51.14647507667542,2,Concluído,"[{""date"":""2025-11-18"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-02,2025-11-18,false,1,rocagem,,2025-11-18T15:13:26.652Z
1107,,,Roçagem,av. santa terezinha,damasco,1430.12,-23.31371520955841,-51.142655611038215,2,Concluído,"[{""date"":""2025-10-31"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-10-01"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-15,2025-10-01,false,1,rocagem,,2025-11-06T14:41:55.828Z
600,,,Roçagem,av. santos dumont ao lado do nº 300,boa vista,345.4,-23.31749618487779,-51.14927530288697,2,Concluído,"[{""date"":""2025-11-18"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-02,2025-11-18,false,1,rocagem,,2025-11-18T15:20:33.240Z
1029,,,Roçagem,rua ermelino nonino,varios,3337.5,-23.2693858,-51.2036577,2,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-12-21,2025-11-06,false,1,rocagem,,2025-11-15T13:38:00.725Z
730,,,Roçagem,rua mineapolis c/ rua nova orleans,lima azevedo,5265.22,-23.3241652,-51.1748232,2,Concluído,"[{""date"":""2025-09-30"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-14,2025-09-30,false,1,rocagem,,2025-11-06T12:06:19.751Z
314,,,Roçagem,geraldo felipe faria (duas esquinas),heimtal,1200.94,-23.2412685,-51.1557823,1,Concluído,"[{""date"":""2025-10-06"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-20,2025-10-06,false,1,rocagem,,2025-11-06T12:52:03.542Z
808,,,Roçagem,lenita cesar,joao turquino,654.54,-23.3275967,-51.2284682,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
823,,,Roçagem,av. terras de santana,alphaville,4658.57,-23.3441025,-51.1835975,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
822,,,Roçagem,avenida da maratona oposto ao nº 3407,universidade,2472.43,-23.3308835,-51.2233693,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
865,,,Roçagem,rua antonio theodoro de a. camargo c/ rua jose santiago de queiroz,taroba,2257.23,-23.3686141,-51.1476369,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
672,,,Roçagem,serra do mel,bandeirantes,1570,-23.304858,-51.201444,2,Pendente,"[]",,,2025-11-06,,false,1,rocagem,,
348,,,Roçagem,gessi eugenio da silva c/ alcides s. santiago,maria cecilia,7830.35,-23.248621255473065,-51.14401817321778,1,Concluído,"[{""date"":""2025-10-08"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-22,2025-10-08,false,1,rocagem,,2025-11-06T13:20:52.258Z
294,,,Roçagem,esther rodrigues franco,gávea,3549.69,-23.2507004,-51.1646159,1,Concluído,"[{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-10-03"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2025-11-17,2025-10-03,false,1,rocagem,,2025-11-06T12:29:45.285Z
492,,,Roçagem,ieda pesarini (vielas atras caixa economica saul elkind),santa cruz,2544,-23.257640711329234,-51.151399612426765,1,Concluído,"[{""date"":""2025-10-22"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""},{""date"":""2025-11-18"",""type"":""completed"",""status"":""Concluído"",""observation"":""Roçagem concluída""}]",,,2026-01-02,2025-11-18,false,1,rocagem,,2025-11-18T16:52:46.240Z
